Unnamed: 0,date_of_submission,multi_country,doc_number,region_of_disaster,total_count,total_funding_provided,currency,operational_strategy
85,22/09/2023,False,MDRGR005,Greece,2000.0,217260.0,CHF,"[{'action': 'Health & Care', 'executed_in': [{'country': 'Greece', 'action_description': 'Provide health and care interventions in advance of a hazard.', 'people_reached': {'total': 2000}, 'people_targeted': {'total': 2000}, 'funding_used': 32483}], 'total_action_funding': 32483}, {'action': 'Risk Reduction, climate adaptation and recovery', 'executed_in': [{'country': 'Greece', 'action_description': 'Launch large-scale information campaign and outreach activities.', 'people_reached': {'total': 10000}, 'people_targeted': {'total': 10000}, 'funding_used': 12780}], 'total_action_funding': 12780}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Greece', 'action_description': 'Collect, analyse, and report on feedback to improve response.', 'people_reached': {'total': 2000}, 'people_targeted': {'total': 2000}, 'funding_used': 0}], 'total_action_funding': 0}, {'action': 'Coordination and Partnerships', 'executed_in': [{'country': 'Greece', 'action_description': 'Initiate/join early action coordination meetings with stakeholders.', 'people_reached': {'total': 4}, 'people_targeted': {'total': 4}, 'funding_used': 1598}], 'total_action_funding': 1598}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Greece', 'action_description': 'Support activation of the sEAP and facilitate lessons-learned workshop.', 'people_reached': {'total': 5}, 'people_targeted': {'total': 5}, 'funding_used': 5325}], 'total_action_funding': 5325}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Greece', 'action_description': 'Engage Hellenic Red Cross staff and volunteers in early action.', 'people_reached': {'total': 150}, 'people_targeted': {'total': 150}, 'funding_used': 11715}], 'total_action_funding': 11715}]"
86,23-05-2024,False,MDRGT022,Guatemala,5000.0,395901.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Educational sessions on dengue prevention, loudspeaker campaigns, training for MSPAS personnel and Red Cross volunteers.', 'people_reached': {'total': 4052}, 'people_targeted': {'total': 5000}, 'funding_used': 64814}], 'total_action_funding': 64814}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Home visits, fogging, abatization, distribution of sink washing kits, repellents, mosquito nets, and training on equipment maintenance.', 'people_reached': {'total': 9670}, 'people_targeted': {'total': 5000}, 'funding_used': 250871}], 'total_action_funding': 250871}, {'action': 'Protection, Gender And Inclusion', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Distribution of dengue prevention kits for children, creation of safe spaces, training on PGI topics.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 1000}, 'funding_used': 36341}], 'total_action_funding': 36341}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Community census, satisfaction surveys, presentation of IFRC-DREF to stakeholders.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 1000}, 'funding_used': 1913}], 'total_action_funding': 1913}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Hiring of financial technician, insurance for volunteers, lessons learned workshop.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 50}, 'funding_used': 27968}], 'total_action_funding': 27968}]"
87,14/05/2024,False,MDRGT023,Guatemala,14000.0,546439.0,CHF,"[{'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Provide multi-purpose cash to support families in advance of a hazard.', 'people_reached': {'total': 7700, 'male': 3734, 'female': 3966}, 'people_targeted': {'total': 7700}, 'funding_used': 401722}], 'total_action_funding': 401722}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Implement WASH interventions including purchase and pre-positioning of water storage tanks, tools, and water filters.', 'people_reached': {'total': 3500, 'male': 1697, 'female': 1803}, 'people_targeted': {'total': 3500}, 'funding_used': 27602}], 'total_action_funding': 27602}, {'action': 'Risk Reduction, Climate Adaptation and Recovery', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Conduct risk reduction and climate adaptation interventions including simulations, socialization of EAP, and GIS technical support.', 'people_reached': {'total': 14000, 'male': 6790, 'female': 7210}, 'people_targeted': {'total': 14000}, 'funding_used': 60052}], 'total_action_funding': 60052}, {'action': 'Enabling Approaches', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Support enabling activities such as monitoring visits, bank charges, and translation costs.', 'funding_used': 57663}], 'total_action_funding': 57663}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Strengthen National Society through webinars on drought, purchase of office supplies, and follow-up visits.', 'people_reached': {'total': 50, 'male': 30, 'female': 20}, 'people_targeted': {'total': 50}, 'funding_used': 10401}], 'total_action_funding': 10401}]"
88,16/05/2024,False,MDRGT024,Guatemala,14000.0,547206.0,CHF,"[{'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Distribution of multipurpose cash transfers to selected families for preventive evacuation, protection, and purchase of basic products.', 'people_reached': {'total': 9800, 'male': 4753, 'female': 5047}, 'people_targeted': {'total': 9800}, 'funding_used': 358642}], 'total_action_funding': 358642}, {'action': 'Health & Care', 'executed_in': [{'country': 'Guatemala', 'action_description': 'First aid refresher course for volunteers and purchase of basic first aid kits equipped for the involved branches.', 'people_reached': {'total': 100, 'male': 48, 'female': 52}, 'people_targeted': {'total': 100}, 'funding_used': 9836}], 'total_action_funding': 9836}, {'action': 'Risk Reduction, climate adaptation and recovery', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Implementation of anticipatory action workshops, development of a simulation exercise, and socialization of the EAP with communities.', 'people_reached': {'total': 14000, 'male': 6790, 'female': 7210}, 'people_targeted': {'total': 14000}, 'funding_used': 77369}], 'total_action_funding': 77369}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Guatemala', 'action_description': 'Office costs, translations, communications, courier, financial charges, and field monitoring/accountability visits.', 'funding_used': 47261}], 'total_action_funding': 47261}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Guatemala', 'action_description': 'National Society coordination trips, annual virtual review of Contingency Plans, hiring of Anticipatory Action Coordinator, and updating of maps and databases.', 'people_reached': {'total': 50, 'male': 30, 'female': 20}, 'people_targeted': {'total': 50}, 'funding_used': 54097}], 'total_action_funding': 54097}]"
89,11-02-2025,False,MDRGW005,Guinea-Bissau,966.0,113239.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Guinea-Bissau', 'action_description': 'Provide conditional cash to 60 households for reconstruction of houses and shops destroyed by fire.', 'people_reached': {'total': 420}, 'people_targeted': {'total': 420}, 'funding_used': 22112}], 'total_action_funding': 22112}, {'action': 'Multipurpose Cash Transfers (MPCT)', 'executed_in': [{'country': 'Guinea-Bissau', 'action_description': 'Cash assistance to 138 families to cover basic needs and food access while recovering from fire impact.', 'people_reached': {'total': 966}, 'people_targeted': {'total': 966}, 'funding_used': 39632}], 'total_action_funding': 39632}, {'action': 'Health', 'executed_in': [{'country': 'Guinea-Bissau', 'action_description': 'Provide psychosocial support, first aid, and health promotion to affected families.', 'people_reached': {'total': 847}, 'people_targeted': {'total': 847}, 'funding_used': 8334}], 'total_action_funding': 8334}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Guinea-Bissau', 'action_description': 'Train volunteers in RCCE messaging on fire prevention and health risk, and set up feedback mechanisms.', 'people_reached': {'total': 854}, 'people_targeted': {'total': 854}, 'funding_used': 2925}], 'total_action_funding': 2925}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Guinea-Bissau', 'action_description': 'IFRC Cluster staff deployed for response support and coordination with government and partners.', 'people_reached': {'total': 3}, 'people_targeted': {'total': 3}, 'funding_used': 20341}], 'total_action_funding': 20341}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Guinea-Bissau', 'action_description': 'Provide briefings, insurance, and training for volunteers, and procure computers for data management.', 'people_reached': {'total': 1}, 'people_targeted': {'total': 1}, 'funding_used': 19895}], 'total_action_funding': 19895}]"
90,14 November 2024,False,MDRHN020,Honduras,12750.0,184750.0,CHF,"[{'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'Honduras', 'action_description': 'Cash Transfer program distribution in prioritized communities.', 'people_reached': {'total': 2750, 'male': 1320, 'female': 1430}, 'people_targeted': {'total': 2750}, 'funding_used': 170524.25}], 'total_action_funding': 170524.25}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Honduras', 'action_description': 'Distribution of household water purification kits and water quality kits for Water Management Boards of prioritized communities.', 'people_reached': {'total': 10000, 'male': 4800, 'female': 5200}, 'people_targeted': {'total': 10000}, 'funding_used': 5246.9}], 'total_action_funding': 5246.9}, {'action': 'Risk Reduction, climate adaptation and recovery', 'executed_in': [{'country': 'Honduras', 'action_description': 'Internship on logistics and administration.', 'people_reached': {'total': 1}, 'people_targeted': {'total': 1}, 'funding_used': 480.35}], 'total_action_funding': 480.35}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Honduras', 'action_description': 'Dissemination (payment of spaces on radio, TV and social networks).', 'people_reached': {'total': 2750, 'male': 1320, 'female': 1430}, 'people_targeted': {'total': 2750}, 'funding_used': 5727.25}], 'total_action_funding': 5727.25}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Honduras', 'action_description': 'Translation of documents and mobilization for coordination visit.', 'funding_used': 3879.75}], 'total_action_funding': 3879.75}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Honduras', 'action_description': 'Warehousing rental for prepositioning and vehicle rental.', 'funding_used': 2771.25}], 'total_action_funding': 2771.25}]"
91,18 December 2023,False,MDRHN021,Honduras,10000.0,549995.0,CHF,"[{'action': 'Health & Care', 'executed_in': [{'country': 'Honduras', 'action_description': 'Provide health and care interventions including pre-hospital care, distribution of first aid kits, and health promotion materials.', 'people_reached': {'total': 4000}, 'people_targeted': {'total': 4000, 'male': 2000, 'female': 2000}, 'funding_used': 164000}], 'total_action_funding': 164000}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Honduras', 'action_description': 'Deploy supplies for hygiene promotion, distribute hygiene kits, and ensure water supply to shelters.', 'people_reached': {'total': 10000}, 'people_targeted': {'total': 10000, 'male': 5000, 'female': 5000}, 'funding_used': 174180}], 'total_action_funding': 174180}, {'action': 'Migration', 'executed_in': [{'country': 'Honduras', 'action_description': 'Update vulnerable areas, conduct PGI workshops, and deploy RFL technical teams.', 'people_reached': {'total': 10000}, 'people_targeted': {'total': 10000, 'male': 5000, 'female': 5000}, 'funding_used': 58628}], 'total_action_funding': 58628}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Honduras', 'action_description': 'Socialize the EAP among communities and conduct anticipatory communication actions.', 'people_reached': {'total': 10000}, 'people_targeted': {'total': 10000, 'male': 5000, 'female': 5000}, 'funding_used': 8319}], 'total_action_funding': 8319}, {'action': 'Coordination and Partnerships', 'executed_in': [{'country': 'Honduras', 'action_description': 'Coordinate with field actors for early actions and the HRC Human Mobility Board.', 'funding_used': 5942}], 'total_action_funding': 5942}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Honduras', 'action_description': 'Cover salaries for local disaster manager, financial assistant, PMER officer, and other expenses.', 'funding_used': 50329}], 'total_action_funding': 50329}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Honduras', 'action_description': 'Develop simulations, print EAP materials, and cover salaries for anticipation referent assistance and GIS technician.', 'funding_used': 86221}], 'total_action_funding': 86221}]"
92,2024-05-08,False,MDRHN022,"Roatan, Bay Islands, Honduras",33000.0,336394.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Honduras', 'action_description': 'Pre-hospital care, support for vector control, dissemination of key messages, organization of health committees, training of volunteers, and maintenance of the Technical Health Response Unit.', 'people_reached': {'total': 3000}, 'people_targeted': {'total': 33000}, 'funding_used': 196467}], 'total_action_funding': 196467}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Honduras', 'action_description': 'Health and hygiene promotion, distribution of hygiene and cleaning kits, and water quality analysis.', 'people_reached': {'total': 5000}, 'people_targeted': {'total': 5000}, 'funding_used': 96340}], 'total_action_funding': 96340}, {'action': 'Protection, Gender And Inclusion', 'executed_in': [{'country': 'Honduras', 'action_description': 'Training of volunteers, partnerships for SGBV prevention, and data disaggregation.', 'people_reached': {'total': 50}, 'people_targeted': {'total': 50}, 'funding_used': 6177}], 'total_action_funding': 6177}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Honduras', 'action_description': 'Satisfaction surveys, feedback mechanisms, and meetings with community representatives.', 'people_reached': {'total': 100}, 'people_targeted': {'total': 100}, 'funding_used': 6390}], 'total_action_funding': 6390}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Honduras', 'action_description': 'Field monitoring visits, translation costs, documentation costs, and financial costs.', 'funding_used': 13845}], 'total_action_funding': 13845}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Honduras', 'action_description': 'Visibility elements, hiring staff, housing rent, mobilization expenses, vehicle rental, and lessons learned workshop.', 'people_reached': {'total': 50}, 'people_targeted': {'total': 50}, 'funding_used': 17175}], 'total_action_funding': 17175}]"
93,13-06-2024,False,MDRHN023,Honduras,15000.0,455756.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Honduras', 'action_description': 'Community surveillance, educational campaigns, mosquito breeding site elimination, insecticide spraying, and training for health service providers.', 'people_reached': {'total': 15000}, 'people_targeted': {'total': 15000}, 'funding_used': 185620}], 'total_action_funding': 185620}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Honduras', 'action_description': 'Distribution of water tanks, family cleaning kits, mosquito nets, training on hygiene, and fumigation campaigns.', 'people_reached': {'total': 15000}, 'people_targeted': {'total': 15000}, 'funding_used': 200731}], 'total_action_funding': 200731}, {'action': 'Protection, Gender And Inclusion', 'executed_in': [{'country': 'Honduras', 'action_description': 'Training of volunteers and staff in PGI, safeguarding, PSEA, and mapping of actors for referral routes.', 'people_reached': {'total': 60}, 'people_targeted': {'total': 60}, 'funding_used': 12567}], 'total_action_funding': 12567}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Honduras', 'action_description': 'Training of volunteers and technical staff in CEA, implementation of feedback mechanisms, satisfaction surveys, and coordination meetings.', 'people_reached': {'total': 1500}, 'people_targeted': {'total': 1500}, 'funding_used': 9692}], 'total_action_funding': 9692}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Honduras', 'action_description': 'IFRC monitoring visit and operational support (finance, purchases, PMER, coordination).', 'funding_used': 11715}], 'total_action_funding': 11715}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Honduras', 'action_description': 'Acquisition of visibility supplies, support with payment of basic services, training in operational safety, hiring of an administrative assistant and Ops Coordinator, and lessons learned workshop.', 'funding_used': 35431}], 'total_action_funding': 35431}]"
94,29-11-2024,False,MDRHN024,Honduras,6000.0,472837.0,CHF,"[{'action': 'Shelter, Housing And Settlements', 'executed_in': [{'country': 'Honduras', 'action_description': 'Supported the setup and activation of temporary shelters, assisted in evacuation, and repositioned Restoring Family Links kits.', 'people_reached': {'total': 6000}, 'people_targeted': {'total': 6000}, 'funding_used': 472837}], 'total_action_funding': 472837}, {'action': 'Multi Purpose Cash', 'executed_in': [{'country': 'Honduras', 'action_description': 'Distributed 507 multipurpose rechargeable cards loaded with 8,000 lempiras to families in communities and shelters.', 'people_reached': {'total': 1000}, 'people_targeted': {'total': 1000}, 'funding_used': 175255}], 'total_action_funding': 175255}, {'action': 'Health', 'executed_in': [{'country': 'Honduras', 'action_description': 'Provided pre-hospital care, medical assistance, and psychosocial support, including group sessions and individual counseling.', 'people_reached': {'total': 1000}, 'people_targeted': {'total': 1000}, 'funding_used': 44963}], 'total_action_funding': 44963}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Honduras', 'action_description': 'Distributed water purification filters, family hygiene kits, and conducted water quality analysis workshops.', 'people_reached': {'total': 6000}, 'people_targeted': {'total': 6000}, 'funding_used': 168766}], 'total_action_funding': 168766}, {'action': 'Protection, Gender And Inclusion', 'executed_in': [{'country': 'Honduras', 'action_description': 'Conducted community communication campaigns, participatory mapping, and workshops on PGI standards and PEAS policy.', 'people_reached': {'total': 325}, 'people_targeted': {'total': 325}, 'funding_used': 19394}], 'total_action_funding': 19394}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Honduras', 'action_description': 'Implemented feedback mechanisms, satisfaction surveys, and community meetings to develop work plans and ensure transparency.', 'people_reached': {'total': 120}, 'people_targeted': {'total': 120}, 'funding_used': 9373}], 'total_action_funding': 9373}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Honduras', 'action_description': 'Conducted lessons-learned workshops, hired specialized personnel, and provided uniforms for staff and volunteers.', 'people_reached': {'total': 50}, 'people_targeted': {'total': 50}, 'funding_used': 43450}], 'total_action_funding': 43450}]"
95,13-05-2024,False,MDRHT021,"Port-au-Prince, Haiti",11670.0,686691.0,CHF,"[{'action': 'Multi Purpose Cash', 'executed_in': [{'country': 'Haiti', 'action_description': 'Provide multipurpose cash transfers to 500 families to cover essential items.', 'people_reached': {'total': 344}, 'people_targeted': {'total': 2500}, 'funding_used': 167205}], 'total_action_funding': 167205}, {'action': 'Health', 'executed_in': [{'country': 'Haiti', 'action_description': 'Provide health-related activities including ambulance services, psychological support, and awareness sessions on cholera.', 'people_reached': {'total': 1680}, 'people_targeted': {'total': 2550}, 'funding_used': 70184}], 'total_action_funding': 70184}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Haiti', 'action_description': 'Install hand washing stations, distribute hygiene kits, and conduct hygiene promotion activities.', 'people_reached': {'total': 10228}, 'people_targeted': {'total': 7550}, 'funding_used': 193830}], 'total_action_funding': 193830}, {'action': 'Protection, Gender And Inclusion', 'executed_in': [{'country': 'Haiti', 'action_description': 'Raise awareness on SGBV-PSEA, train volunteers, and provide RFL services.', 'people_reached': {'total': 2961}, 'people_targeted': {'total': 2460}, 'funding_used': 22365}], 'total_action_funding': 22365}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Haiti', 'action_description': 'Disseminate information and key messages, hold community discussions, and set up feedback mechanisms.', 'people_reached': {'total': 631}, 'people_targeted': {'total': 5000}, 'funding_used': 12780}], 'total_action_funding': 12780}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Haiti', 'action_description': 'Insure volunteers, provide visibility materials, and conduct security and operational training.', 'people_reached': {'total': 130}, 'people_targeted': {'total': 0}, 'funding_used': 135127}], 'total_action_funding': 135127}]"
96,2023-08-24,False,MDRID026,Indonesia,45000.0,580079.0,CHF,"[{'action': 'Livelihoods And Basic Needs', 'executed_in': [{'country': 'Indonesia', 'action_description': 'Support for 1,150 micro farmers with conditional cash, farming equipment, seeds, and fertilizers.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 1150}, 'funding_used': 32845}], 'total_action_funding': 32845}, {'action': 'Health', 'executed_in': [{'country': 'Indonesia', 'action_description': 'Health assessments, risk communication, health awareness sessions, and MHPSS activities.', 'people_reached': {'total': 131}, 'people_targeted': {'total': 20000}, 'funding_used': 17804}], 'total_action_funding': 17804}, {'action': 'Water, Sanitation And Hygiene', 'executed_in': [{'country': 'Indonesia', 'action_description': 'Mobilization of water trucks, hygiene promotion, and rehabilitation of water sources.', 'people_reached': {'total': 25000}, 'people_targeted': {'total': 25000}, 'funding_used': 352310}], 'total_action_funding': 352310}, {'action': 'Protection, Gender And Inclusion', 'executed_in': [{'country': 'Indonesia', 'action_description': 'PGI data collection, disability inclusion, child safeguarding, and awareness raising.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 45000}, 'funding_used': 6139}], 'total_action_funding': 6139}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Indonesia', 'action_description': 'CEA training, radio talk shows, hotline services, and feedback mechanisms.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 20000}, 'funding_used': 11051}], 'total_action_funding': 11051}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Indonesia', 'action_description': 'Insurance and training for volunteers, technical support, and lesson-learned workshops.', 'people_reached': {'total': 140}, 'people_targeted': {'total': 170}, 'funding_used': 29530}], 'total_action_funding': 29530}]"
97,2024-04-03,False,MDRIQ016,Iraq,18000.0,499900.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Iraq', 'action_description': 'IRCS distributed 1,200 essential household items to flood-affected families.', 'people_reached': {'total': 7200}, 'people_targeted': {'total': 7200}, 'funding_used': 54315}], 'total_action_funding': 54315}, {'action': 'Livelihoods and Basic Needs', 'executed_in': [{'country': 'Iraq', 'action_description': 'Provided food assistance to 2,300 households.', 'people_reached': {'total': 13800}, 'people_targeted': {'total': 13800}, 'funding_used': 91377}], 'total_action_funding': 91377}, {'action': 'Multi Purpose Cash', 'executed_in': [{'country': 'Iraq', 'action_description': 'Distributed multipurpose cash assistance to 500 households.', 'people_reached': {'total': 3000}, 'people_targeted': {'total': 3000}, 'funding_used': 146438}], 'total_action_funding': 146438}, {'action': 'Health', 'executed_in': [{'country': 'Iraq', 'action_description': 'Deployed two Mobile Medical Units and conducted awareness sessions.', 'people_reached': {'total': 18000}, 'people_targeted': {'total': 18000}, 'funding_used': 69012}], 'total_action_funding': 69012}, {'action': 'Water, Sanitation and Hygiene', 'executed_in': [{'country': 'Iraq', 'action_description': 'Conducted initial assessment and distributed hygiene kits.', 'people_reached': {'total': 7500}, 'people_targeted': {'total': 7500}, 'funding_used': 40470}], 'total_action_funding': 40470}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Iraq', 'action_description': 'Ensured gender and social inclusion in response activities.', 'people_reached': {'total': 18000}, 'people_targeted': {'total': 18000}}]}, {'action': 'Community Engagement and Accountability', 'executed_in': [{'country': 'Iraq', 'action_description': 'Integrated CEA standards and collected community feedback.', 'people_reached': {'total': 18000}, 'people_targeted': {'total': 18000}}]}, {'action': 'Coordination', 'executed_in': [{'country': 'Iraq', 'action_description': 'Coordinated with local authorities and deployed emergency response teams.', 'people_reached': {'total': 18000}, 'people_targeted': {'total': 18000}}]}, {'action': 'National Society Readiness', 'executed_in': [{'country': 'Iraq', 'action_description': 'Activated Emergency Response Teams and trained personnel.', 'people_reached': {'total': 18000}, 'people_targeted': {'total': 18000}}]}]"
98,2023-08-31,False,MDRIR013,"Khoy, West Azarbayejan, Iran",48000.0,833363.0,CHF,"[{'action': 'Health', 'executed_in': [{'country': 'Iran', 'action_description': 'Deploy one emergency mobile health unit to cover health and medical needs for up to 4 months.', 'people_reached': {'total': 12000}, 'people_targeted': {'total': 12000}, 'funding_used': 106500}], 'total_action_funding': 106500}, {'action': 'Livelihoods And Basic Needs', 'executed_in': [{'country': 'Iran', 'action_description': 'Distribute 90,000 food parcels and replenish 12,000 food parcels for 48,000 individuals.', 'people_reached': {'total': 48000}, 'people_targeted': {'total': 48000}, 'funding_used': 223650}], 'total_action_funding': 223650}, {'action': 'Shelter Housing And Settlements', 'executed_in': [{'country': 'Iran', 'action_description': 'Replenish distributed relief tents and provide 6,000 households with tents and heaters.', 'people_reached': {'total': 24000}, 'people_targeted': {'total': 24000}, 'funding_used': 437715}], 'total_action_funding': 437715}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Iran', 'action_description': 'Equip Helal Houses with basic response kits and conduct community-based training.', 'people_reached': {'total': 150}, 'people_targeted': {'total': 150}, 'funding_used': 39938}], 'total_action_funding': 39938}]"
99,2024-02-26,False,MDRIR014,"Sistan and Baluchestan, Iran",22000.0,442667.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Iran', 'action_description': 'Provided emergency transit camps, relief tents, ground mats, blankets, and plastic sheets to affected individuals.', 'people_reached': {'total': 10252}, 'people_targeted': {'total': 8000}, 'funding_used': 297987}], 'total_action_funding': 297987}, {'action': 'Livelihoods and Basic Needs', 'executed_in': [{'country': 'Iran', 'action_description': 'Distributed food parcels, drinking water bottles, and bread to ensure food security.', 'people_reached': {'total': 92572}, 'people_targeted': {'total': 6000}, 'funding_used': 59427}], 'total_action_funding': 59427}, {'action': 'Health', 'executed_in': [{'country': 'Iran', 'action_description': 'Provided MHPSS services and basic healthcare through health caravans.', 'people_reached': {'total': 4281}, 'people_targeted': {'total': 22000}, 'funding_used': 21300}], 'total_action_funding': 21300}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Iran', 'action_description': 'Conducted child safeguarding analysis and PGI sensitization.', 'people_targeted': {'total': 1000}, 'funding_used': 4260}], 'total_action_funding': 4260}, {'action': 'Secretariat Services', 'executed_in': [{'country': 'Iran', 'action_description': 'Deployed surge procurement capacity to support procurement processes.', 'people_targeted': {'total': 1}, 'funding_used': 10650}], 'total_action_funding': 10650}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Iran', 'action_description': 'Conducted CERT trainings, lessons learnt workshops, and procurement training.', 'people_targeted': {'total': 150}, 'funding_used': 49043}], 'total_action_funding': 49043}]"
100,2023-12-01,False,MDRIS001,"Southern Peninsula, Iceland",2500.0,485321.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Iceland', 'action_description': 'Provide temporary housing and necessary household items to evacuees.', 'people_reached': {'total': 2000}, 'people_targeted': {'total': 2000}, 'funding_used': 161348}], 'total_action_funding': 161348}, {'action': 'Multi-purpose Cash', 'executed_in': [{'country': 'Iceland', 'action_description': 'Cash grants for evacuees to cover daily needs, focusing on low-income groups and migrants.', 'people_reached': {'total': 2500}, 'people_targeted': {'total': 2500}, 'funding_used': 234300}], 'total_action_funding': 234300}, {'action': 'Health', 'executed_in': [{'country': 'Iceland', 'action_description': 'PFA interventions, group MHPSS sessions, and training for evacuees and responders.', 'people_reached': {'total': 2500}, 'people_targeted': {'total': 2500}, 'funding_used': 62516}], 'total_action_funding': 62516}, {'action': 'Protection, Gender and Inclusion', 'executed_in': [{'country': 'Iceland', 'action_description': 'PGI training for volunteers and staff, and PGI sensitive needs assessment.', 'people_reached': {'total': 2000}, 'people_targeted': {'total': 2000}, 'funding_used': 1065}], 'total_action_funding': 1065}, {'action': 'Community Engagement And Accountability', 'executed_in': [{'country': 'Iceland', 'action_description': 'Establishment of temporary service centres and facilities for community groups.', 'people_reached': {'total': 3700}, 'people_targeted': {'total': 3700}, 'funding_used': 0}], 'total_action_funding': 0}, {'action': 'Migration', 'executed_in': [{'country': 'Iceland', 'action_description': 'Operation of Red Cross Helpline and visits to communities and displaced people.', 'people_reached': {'total': 3700}, 'people_targeted': {'total': 3700}, 'funding_used': 18105}], 'total_action_funding': 18105}, {'action': 'National Society Strengthening', 'executed_in': [{'country': 'Iceland', 'action_description': 'Procurement of vests and badges for volunteers, and lessons learned workshop.', 'people_reached': {'total': 200}, 'people_targeted': {'total': 200}, 'funding_used': 7988}], 'total_action_funding': 7988}]"
101,2023-09-29,False,MDRIT004,"Emilia-Romagna, Italy",2350.0,351237.0,CHF,"[{'action': 'Shelter, Housing and Settlements', 'executed_in': [{'country': 'Italy', 'action_description': 'Provide voucher assistance for home restoration services and in-kind home goods.', 'people_reached': {'total': 524}, 'people_targeted': {'total': 1150}, 'funding_used': 227271}], 'total_action_funding': 227271}, {'action': 'Livelihoods and Basic Needs', 'executed_in': [{'country': 'Italy', 'action_description': 'Provide cash and voucher assistance for livelihoods.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 600}, 'funding_used': 103305}], 'total_action_funding': 103305}, {'action': 'Education', 'executed_in': [{'country': 'Italy', 'action_description': 'Provide educational kits and cash support to schools.', 'people_reached': {'total': 0}, 'people_targeted': {'total': 600}, 'funding_used': 20661}], 'total_action_funding': 20661}]"
